Время: 929
Численное решение
	2.995732135537e+01
	2.946942422981e+01
	2.900421999380e+01
	2.855970549278e+01
	2.813410650240e+01
	2.772588878702e+01
	2.733367960947e+01
	2.695627796325e+01
	2.659260001324e+01
	2.624168803916e+01
	2.590267138622e+01
	2.557477409314e+01
	2.525728623793e+01
	2.494957037797e+01
	2.465104006605e+01
	2.436116527056e+01
	2.407945596225e+01
	2.380546667861e+01
	2.353878377585e+01
	2.327902928251e+01
	2.302585085227e+01
	2.277892502946e+01
	2.253794922646e+01
	2.230264450211e+01
	2.207274908178e+01
	2.184802073123e+01
	2.162823146531e+01
	2.141316958768e+01
	2.120263532852e+01
	2.099644260411e+01
	2.079441538928e+01
	2.059638924198e+01
	2.040220826260e+01
	2.021172642431e+01
	2.002480499414e+01
	1.984131370007e+01
	1.966112855544e+01
	1.948413286465e+01
	1.931021535979e+01
	1.913927109600e+01
	1.897119984506e+01
	1.880590688659e+01
	1.864330161851e+01
	1.848329825865e+01
	1.832581463675e+01
	1.817077281866e+01
	1.801809805123e+01
	1.786771931943e+01
	1.771956842070e+01
	1.757358046366e+01
	1.742969305277e+01
	1.728784673598e+01
	1.714798428377e+01
	1.701005109207e+01
	1.687399454244e+01
	1.673976436836e+01
	1.660731207735e+01
	1.647659128551e+01
	1.634755721357e+01
	1.622016697729e+01
	1.609437913392e+01
	1.597015395337e+01
	1.584745300816e+01
	1.572623942045e+01
	1.560647749247e+01
	1.548813293200e+01
	1.537117251844e+01
	1.525556430900e+01
	1.514127733623e+01
	1.502828179698e+01
	1.491654877773e+01
	1.480605042801e+01
	1.469675971053e+01
	1.458865056062e+01
	1.448169765830e+01
	1.437587657521e+01
	1.427116356629e+01
	1.416753570738e+01
	1.406497069830e+01
	1.396344699226e+01
	1.386294362498e+01
	1.376344032438e+01
	1.366491735187e+01
	1.356735560975e+01
	1.347073649315e+01
	1.337504198977e+01
	1.328025454330e+01
	1.318635714608e+01
	1.309333321302e+01
	1.300116666780e+01
	1.290984182619e+01
	1.281934347640e+01
	1.272965677101e+01
	1.264076730187e+01
	1.255266099986e+01
	1.246532420486e+01
	1.237874357259e+01
	1.229290614004e+01
	1.220779923884e+01
	1.212341055814e+01
	1.203972805886e+01
	1.195674003450e+01
	1.187443503914e+01
	1.179280193629e+01
	1.171182983022e+01
	1.163150811656e+01
	1.155182641656e+01
	1.147277462460e+01
	1.139434284669e+01
	1.131652144518e+01
	1.123930098113e+01
	1.116267225641e+01
	1.108662625964e+01
	1.101115420586e+01
	1.093624748581e+01
	1.086189770335e+01
	1.078809662778e+01
	1.071483622914e+01
	1.064210863339e+01
	1.056990615580e+01
	1.049822125870e+01
	1.042704658445e+01
	1.035637491143e+01
	1.028619918673e+01
	1.021651249147e+01
	1.014730806481e+01
	1.007857926995e+01
	1.001031962093e+01
	9.942522749196e+00
	9.875182428977e+00
	9.808292545683e+00
	9.741847120005e+00
	9.675840277995e+00
	9.610266273962e+00
	9.545119462138e+00
	9.480394318435e+00
	9.416085413599e+00
	9.352187433894e+00
	9.288695155648e+00
	9.225603464933e+00
	9.162907333407e+00
	9.100601837056e+00
	9.038682133253e+00
	8.977143479833e+00
	8.915981209608e+00
	8.855190749873e+00
	8.794767604094e+00
	8.734707364469e+00
	8.675005693440e+00
	8.615658339171e+00
	8.556661116786e+00
	8.498009923147e+00
	8.439700718975e+00
	8.381729542974e+00
	8.324092494789e+00
	8.266785748501e+00
	8.209805536380e+00
	8.153148161788e+00
	8.096809983673e+00
	8.040787428915e+00
	7.985076977526e+00
	7.929675174465e+00
	7.874578615499e+00
	7.819783959609e+00
	7.765287912192e+00
	7.711087238120e+00
	7.657178750971e+00
	7.603559320151e+00
	7.550225859628e+00
	7.497175337898e+00
	7.444404766151e+00
	7.391911207831e+00
	7.339691767310e+00
	7.287743599056e+00
	7.236063896789e+00
	7.184649902280e+00
	7.133498894955e+00
	7.082608200354e+00
	7.031975180156e+00
	6.981597240310e+00
	6.931471821465e+00
	6.881596406789e+00
	6.831968512781e+00
	6.782585696790e+00
	6.733445548201e+00
	6.684545696632e+00
	6.635883800541e+00
	6.587457556155e+00
	6.539264691261e+00
	6.491302968982e+00
	6.443570180939e+00
	6.396064153694e+00
	6.348782741236e+00
	6.301723831189e+00
	6.254885337583e+00
	6.208265206838e+00
	6.161861410808e+00
	6.115671952546e+00
	6.069694859609e+00
	6.023928189624e+00
	5.978370023830e+00
	5.933018472453e+00
	5.887871668487e+00
	5.842927772874e+00
	5.798184968518e+00
	5.753641465279e+00
	5.709295494206e+00
	5.665145313241e+00
	5.621189199002e+00
	5.577425453232e+00
	5.533852399165e+00
	5.490468383398e+00
	5.447271771587e+00
	5.404260952803e+00
	5.361434334528e+00
	5.318790346865e+00
	5.276327437707e+00
	5.234044076805e+00
	5.191938751108e+00
	5.150009968694e+00
	5.108256254265e+00
	5.066676152957e+00
	5.025268225983e+00
	4.984031054316e+00
	4.942963234484e+00
	4.902063382134e+00
	4.861330127961e+00
	4.820762121164e+00
	4.780358025506e+00
	4.740116523465e+00
	4.700036310006e+00
	4.660116097452e+00
	4.620354613377e+00
	4.580750601351e+00
	4.541302818170e+00
	4.502010036901e+00
	4.462871043426e+00
	4.423884639394e+00
	4.385049638874e+00
	4.346364871215e+00
	4.307829177805e+00
	4.269441414849e+00
	4.231200450222e+00
	4.193105166166e+00
	4.155154456244e+00
	4.117347227951e+00
	4.079682399766e+00
	4.042158903683e+00
