Время: 712
Численное решение
	4.604589748357e+01
	4.555809260552e+01
	4.509297632645e+01
	4.464853188201e+01
	4.422299996711e+01
	4.381483670181e+01
	4.342267983906e+01
	4.304532134850e+01
	4.268168498486e+01
	4.233080779188e+01
	4.199182474103e+01
	4.166395588857e+01
	4.134649557111e+01
	4.103880326342e+01
	4.074029580073e+01
	4.045044072827e+01
	4.016875058742e+01
	3.989477798468e+01
	3.962811131802e+01
	3.936837105828e+01
	3.911520650132e+01
	3.862740162327e+01
	3.816228534420e+01
	3.771784089975e+01
	3.729230898486e+01
	3.688414571955e+01
	3.649198885681e+01
	3.611463036624e+01
	3.575099400261e+01
	3.540011680962e+01
	3.506113375878e+01
	3.473326490632e+01
	3.441580458886e+01
	3.410811228117e+01
	3.380960481848e+01
	3.351974974602e+01
	3.323805960517e+01
	3.296408700243e+01
	3.269742033576e+01
	3.243768007602e+01
	3.218451551906e+01
	3.193760193882e+01
	3.169663808339e+01
	3.146134396575e+01
	3.123145890828e+01
	3.100673980715e+01
	3.078695958737e+01
	3.057190582393e+01
	3.036137950814e+01
	3.015519394113e+01
	2.995317373911e+01
	2.900079278673e+01
	2.813122756934e+01
	2.733122756934e+01
	2.659048682860e+01
	2.590083165619e+01
	2.525567036586e+01
	2.464960975980e+01
	2.407818118838e+01
	2.353764064783e+01
	2.302482013501e+01
	2.253701525697e+01
	2.207189897790e+01
	2.162745453345e+01
	2.120192261856e+01
	2.079375935325e+01
	2.040160249051e+01
	2.002424399994e+01
	1.966060763631e+01
	1.930973044332e+01
	1.897074739248e+01
	1.864287854002e+01
	1.832541822256e+01
	1.801772591486e+01
	1.771921845218e+01
	1.742936337971e+01
	1.714767323887e+01
	1.687370063613e+01
	1.660703396946e+01
	1.634729370972e+01
	1.609412915276e+01
	1.584721557251e+01
	1.560625171709e+01
	1.537095759945e+01
	1.514107254197e+01
	1.491635344085e+01
	1.469657322107e+01
	1.448151945763e+01
	1.427099314184e+01
	1.406480757483e+01
	1.386278737281e+01
	1.366476757083e+01
	1.347059281355e+01
	1.328011662307e+01
	1.309320073522e+01
	1.290971449669e+01
	1.272953431651e+01
	1.255254316607e+01
	1.237863012259e+01
	1.220768995165e+01
	1.203962272476e+01
	1.187433346856e+01
	1.171173184254e+01
	1.155173184254e+01
	1.139425152758e+01
	1.123921276789e+01
	1.108654101217e+01
	1.093616507232e+01
	1.078801692417e+01
	1.064203152271e+01
	1.049814663063e+01
	1.035630265899e+01
	1.021644251913e+01
	1.007851148465e+01
	9.942457062883e+00
	9.808228874964e+00
	9.675778543838e+00
	9.545059589590e+00
	9.416027331525e+00
	9.288638796493e+00
	9.162852632971e+00
	9.038629030487e+00
	8.915929643984e+00
	8.794717522772e+00
	8.674957043730e+00
	8.556613848464e+00
	8.439654784137e+00
	8.324047847720e+00
	8.209762133435e+00
	8.096767783152e+00
	7.985035939577e+00
	7.874538702008e+00
	7.765249084522e+00
	7.657140976414e+00
	7.550189104756e+00
	7.444368998936e+00
	7.339656957051e+00
	7.236030014046e+00
	7.133465911482e+00
	7.031943068843e+00
	6.931440556280e+00
	6.831938068718e+00
	6.733415901230e+00
	6.635854925620e+00
	6.539236568132e+00
	6.443542788228e+00
	6.348756058370e+00
	6.254859344755e+00
	6.161836088942e+00
	6.069670190324e+00
	5.978345989411e+00
	5.887848251854e+00
	5.798162153200e+00
	5.709273264311e+00
	5.621167537439e+00
	5.533831292897e+00
	5.447251206317e+00
	5.361414296446e+00
	5.276307913467e+00
	5.191919727813e+00
	5.108237719445e+00
	5.025250167578e+00
	4.942945640829e+00
	4.861312987768e+00
	4.780341327849e+00
	4.700020042708e+00
	4.620338767808e+00
	4.541287384409e+00
	4.462856011860e+00
	4.385035000187e+00
	4.307814922967e+00
	4.231186570476e+00
	4.155140943100e+00
	4.079669244987e+00
	4.004762877946e+00
	3.930413435566e+00
	3.856612697559e+00
	3.783352624299e+00
	3.710625351572e+00
	3.638423185507e+00
	3.566738597693e+00
	3.495564220469e+00
	3.424892842377e+00
	3.354717403781e+00
	3.285030992631e+00
	3.215826840382e+00
	3.147098318045e+00
	3.078838932380e+00
	3.011042322210e+00
	2.943702254870e+00
	2.876812622763e+00
	2.810367440039e+00
	2.744360839379e+00
	2.678787068887e+00
	2.613640489083e+00
	2.548915569989e+00
	2.484606888317e+00
	2.420709124738e+00
	2.357217061246e+00
	2.294125578597e+00
	2.231429653832e+00
	2.169124357882e+00
	2.107204853238e+00
	2.045666391699e+00
	1.984504312189e+00
	1.923714038632e+00
	1.863291077907e+00
	1.803231017847e+00
	1.743529525310e+00
	1.684182344301e+00
	1.625185294154e+00
	1.566534267761e+00
	1.508225229860e+00
	1.450254215367e+00
	1.392617327759e+00
	1.335310737501e+00
	1.278330680521e+00
	1.221673456725e+00
	1.165335428556e+00
	1.109313019593e+00
	1.053602713186e+00
	9.982010511362e-01
	9.431046324034e-01
	8.883101118555e-01
	8.338141990490e-01
	7.796136570436e-01
	7.257053012485e-01
	6.720859982994e-01
	6.187526649661e-01
	5.657022670882e-01
	5.129318185394e-01
	4.604383802192e-01
	4.082190590704e-01
	3.562710071224e-01
	3.045914205591e-01
	2.531775388110e-01
	2.020266436704e-01
	1.511360584287e-01
	1.005031470363e-01
	5.012531328319e-02
	0.000000000000e+00
Точное решение
	4.605170185988e+01
	4.556380021819e+01
	4.509860006184e+01
	4.465408243613e+01
	4.422848629194e+01
	4.382026634674e+01
	4.342805921521e+01
	4.305065593538e+01
	4.268697949367e+01
	4.233606629556e+01
	4.199705077880e+01
	4.166915255057e+01
	4.135166556742e+01
	4.104394898076e+01
	4.074541934926e+01
	4.045554398053e+01
	4.017383521086e+01
	3.989984546898e+01
	3.963316299816e+01
	3.937340813412e+01
	3.912023005428e+01
	3.863232841259e+01
